Season,Episode,Character,Line
8,5,Butters,"Oh. Yeah.
"
11,13,Kyle,"Oh, okay. Cool. 
"
13,7,Cartman,"We take to the African sea!
We'll brave the squalls and bust your balls
Somalian pirates we!
"
6,15,Cartman,"Ahh, Aahhhh! 
"
2,6,Cartman,"I'm ready, Steven Spielberg! 
"
7,9,Cartman,"Inspiration. Wait a minute,  that's it. Inspiration, you guys. Don't you see?
"
15,6,Butters,"You can count on Postman Butters!  Special delivery, ma'am.  Here you are, sir.  Brand new sushi restaurant in town.  A flyer for you, from Postman Butters! 
"
10,8,Stan,"Okay, he sees us...He's targeted us.
"
1,11,Cartman,"Memememememe, me!
"
3,13,Cartman,"Wwaargh. Not right now, Mom. 
"
13,10,Stan,"We'll see about that!
"
6,16,Stan,"Mom, Dad, I don't think that guy is from the future. 
"
3,11,Stan,"They're shooting at us.
"
14,14,Randy,"Oh my God that's awesome! Oh...  Oh, oh.  ...Yeah. Whoa.
"
2,18,Cartman,"Yeah, you jagu-ars can be real mean. I'm gonna have to smack it in the face. 
"
11,5,Stan,"They found me!
"
15,5,Cartman,"Egh, to things we need to keep the office running, Kyle. Here, look. 
"
17,6,Mr. Mackey,"Kyle, please try your best. It seems pretty important.  This.. boy... uhkay... is Jew. Uhkay? Jew... like you. Uhkay? Please... uh, please try... speak... to Jew.
"
9,8,Stan,"We have to find a way out! 
"
1,9,Stan,"I wish Kyle was here.  It just doesn't seem right without him.
"
2,3,Kenny,"(Hi, Cartman.)
"
3,15,Kyle,"Oh, Dreidel, dreidel, dreidel, I made you out of clay.
"
2,15,Kyle,"Dude, why is your store called ""The Indian Burial Ground Pet Store?""
"
2,12,Stan,"Truth or Dare? Wow.  Come on, Kyle. We've got work to do.
"
17,10,Butters,"And I said no? Oh man, I gotta upload this  and then go buy her some flowers and then go tell her I love her. 
"
6,3,Cartman,"Oh YES!! 
"
11,4,Cartman,"Yeah? 
"
1,11,Wendy,"Kaqemblaq! 
"
7,11,Cartman,"The cannibals! Don't you know? The meteor destroyed all of society, Butters. Now Earth is ruled by packs of wild humans gone mad! Those of us who survived are now being hunted by flesh-starved cannibals!
"
4,10,Randy,"Well, that was quite an uplifting sermon.
"
3,14,Stan,"That's it, Cartman, you can't be the drummer!
"
5,3,Kyle,"Stan!
"
10,9,Kyle,"Yeah... but doesn't it seem like we got out of the White House pretty easily? I mean, it seems like it would be pretty hard to escape from the White House with everyone chasing you, and we just kind of... ran out. 
"
4,8,Wendy,"Hey, that's a pretty good point, Cartman.
"
14,1,Kyle,"Oh God, it's true.
"
7,3,Stan,"Cartman, we're confessing tomorrow in school, and that's final.
"
5,7,Cartman,"Yeah, just hold on a minute. The fifth graders showed us how to do it.  Red rocket. Come on, dog, red rocket!  Ohooohhh!
"
2,13,Stan,"Cool. 
"
3,14,Stan,"Aw, damnit!
"
3,14,Randy,"Not now, uh Stan, I'm pillaging.  Get over here!
"
6,7,Cartman,"Me?  I'm gonna go out on the town and find ten gallons of sea men.
"
11,14,Cartman,"Once Butters kicks her in the balls, she'll fall to the floor, dropping the Pee Chee, and Kenny will swoop in from Corridor 3-Delta, and grab the Pee Chee. Are we good?
"
18,9,Kyle,"Let's Plays?
"
5,12,Mr. Garrison,"T is for ""time to leave,"" cashchucker!
"
14,2,Kyle,"Yeah, sweet.
"
11,14,Stan,"Wendy! 
"
6,2,Stan,"I'll be there, you queen!
"
9,14,Randy,"Everybody just stay calm! I can handle this, no problem. I know how to deal. 
"
11,12,Cartman,"Goddamnit, you stupid assholes are going to ruin everything!
"
3,4,Cartman,"Why don't we just raise our bet to ten dollars?!
"
10,2,Stan,"Oh hey Kyle.
"
6,7,Butters,"Aaah! Nooo! 
"
1,3,Stan,"Cartman, you suck at telling scary stories.
"
17,9,Kyle,"Ok-okay.  Stan? Stan?
"
7,1,Cartman,"What are you doing, man?! 
"
3,8,Randy,"Hey, did you see Principal Victoria in there? She looks hot.
"
6,4,Cartman,"Step on it, Mr. Worf! 
"
9,14,Randy,"Oh yeah, I'll be fine. I got some beers to keep my buzz going.
"
10,7,Mr. Mackey,"Mrs. Cartman, I know this is extremely difficult but, there is help out there for people like you. Have you ever heard of a show called Nanny 911?
"
3,17,Mr. Mackey,"What? We can't find anybody to fill in for you. Why can't you go to Arkansas?
"
8,10,Stan,"Dude, let's play Fireman.
"
3,10,Stan,"You like it?
"
9,14,Randy,"No??
"
14,4,Kyle,"What? Why?
"
3,17,Mr. Mackey,"What did you say?!
"
11,11,Butters,"Hoho! Mom, Dad, I dreamt I was in Imaginationland and, and terrorists attacked it.
"
5,5,Kyle,"I didn't see he wouldn't be there, either. Look, all we have to do is get them there, right? Once Terrance and Phillip get together again, it'll be like old times.
"
16,14,Kyle,"What?  You mean the missile defense program?!  Butters, where's Cartman supposed to hand over the ballots?!
"
4,14,Kyle,"Dude, it just can't be better than ours. It just can't be.
"
11,9,Randy,"I almost did it. I almost made something of myself. You know, when you get real close, you start thinking that maybe your life is gonna matter.  I mean, this was something I made! Something that came from me! That was a part of me! The only thing I ever made that was any good!
"
15,7,Stan,"Yeah it sucks. All my friends are sick with the flu.
"
10,3,Kyle,"But that doesn't mean it has to go off the air. You should like that show. Your sense of humor is just like Family Guy.
"
17,3,Cartman,"I'm going to flush out Patient Zero. And you're gonna shoot him. It's the only way.
"
13,4,Cartman,"We got you a present, Butters. I'll put it here on your nightstand 'cause none of us want to touch you since you got queefed on.
"
13,9,Butters,"I gotta do this! I gotta know what it feels like!
"
5,9,Kyle,"Dude, my mom won't even let me have a hamster.
"
16,12,Randy,"Sharon, it was $10,000 for the entire place! It wasn't gonna last! Don't worry, we'll make the money back in a week. Guaranteed. You excited, Stan?
"
1,12,Stan,"Good-bye, Robert Smith!
"
5,1,Kyle,"Ungh, it said in my book that the word, ""shit"", started exactly the same time as something called, ""The Black Death"".
"
16,2,Kyle,"Nuh uh! It's ""Whoever denied it, supplied it!""
"
12,8,Butters,"Hey, Eric, uh these people aren't Chinese.
"
15,8,Cartman,"Everything alright here, Kyle?
"
6,6,Cartman,"...Yeah, I've only seen that kid in class, but he never does anything. He's more like a prop. 
"
2,5,Stan,"Chef, we're hungry.
"
10,4,Cartman,"This is manipulation at its highest lever; you should let me handle this.
"
18,9,Kyle,"Ike, that is enough! If you're interested in Call of Duty, go play it downstairs in the living room!
"
7,11,Stan,"I knew he'd turn up.
"
15,6,Butters,"That does it, you hear me?! I am through with all of you! No more Postman Butters, No more Inspector Butters, no more Porn Star Butters, no more Professor Chaos, and no more-  Waaahh! 
"
1,6,Cartman,"Yeah, like assisted suicide. What about that?
"
3,12,Stan,"Who was that?
"
8,14,Kyle,"Dude, why do you care?!
"
1,2,Cartman,"This is sweet. Camera crews are setting up and I'm looking totally ripped. Beefcake. Beefcake!
"
13,10,Cartman,"My man can do whatever he wants.
"
1,6,Stan,"Quick, jump through the window.
"
10,4,Cartman,"I did it. I... AM... GOD!!!
"
7,15,Kyle,"What?
"
18,2,Mr. Mackey,"Then eat it!
"
3,14,Kyle,"We'll never stop them now.
"
3,10,Randy,"Well, I guess that settles that.
"
3,3,Kyle,"Oh, hi. Is Chef here? We have to talk to him.
"
2,16,Kyle,"Please stop.
"
1,2,Cartman,"If they're so smart, why do they live in igloos?
"
11,14,Kyle,"No. You know what? Screw this! We aren't ugly!
"
8,5,Cartman,"AWESOM-O needs to rest! Feeling faint.
"
14,5,Randy,"We-, I-I'm just saying that you are employed currently as a person who... packages...
"
1,13,Stan,"Huh?  Oh yeah.
"
3,14,Kyle,"What do we do?!
"
6,1,Stan,"Oh, dude, look!  It's that commercial with the guy that lost 400 pounds eating at Subway Sandwiches!
"
5,4,Cartman,"Right, right. Let's see... There's posters. Radiohead posters! And he's reading a magazine about Radiohead!
"
15,7,Stan,"They both look the same. 
"
18,9,Randy,"Can't help it, Nick. Can't help feeling like... we're losing something.
"
4,13,Kyle,"I'm gonna shove that thing up your ass!
"
11,13,Stan,"You don't ever catch the dragon, Dad! 
"
5,2,Timmy,"Tim-mih.
"
10,6,Randy,"Uhh, Stan?
"
6,14,Stan,"Oh, no, no, no no no no.
"
2,15,Kyle,"Did you eat too many pork rinds last night? 
"
7,6,Kenny,"(Aw, now don't say that. Poor little kid.)
"
17,2,Randy,"Look, we were told that you were available for hire and we're desperate!
"
8,1,Kyle,"Uh, yeah! I agree! Uh- my fragile little eight-year-old mind didn't know how to deal with what I was seeing. C-Cartman should be punished!
"
15,13,Cartman,"Tell me you've already got everything we need for Thanksgiving!
"
13,5,Jimmy,"Ahb. A fireman and a p-p-Polack are eating marshmallows when-
"
7,6,Cartman,"Well, keep tryin', Butters.
"
6,12,Kyle,"We know he's dead. We mean, where is his body??
"
1,1,Cartman,"That's what I said.
"
9,6,Kyle,"You can't believe it?? He does this shit all the time!
"
18,9,Kyle,"Yeah. You used to sit in the living room with family and friends to hear their commentary on things. Now you can get it with a little guy in a window on the screen. Someone who just comments on stuff. I mean, really? Who would even WANT to do that?! 
"
15,8,Kyle,"That's only a vaccination for girls, stupid!
"
7,11,Cartman,"We're on our way to Casa Bonita! We're gonna be there very soon. You're gonna love Casa Bonita, Stan. There, there's this one part where you can dress up in Old Western clothes and get your photo taken in a fake jail.
"
14,6,Mr. Garrison,"All I can tell you, Eric, is that we were all told to stick to the story, to protect someone very important. I can't say more, I won't. But I'll... I'll tell you who has the answer.
"
6,16,Stan,"Our parents are never gonna admit what they did was wrong, and they're never gonna change! 
"
9,9,Cartman,"Because I do, Clyde.
"
7,10,Randy,"Whoa-ho-ho-ooh, what happened? Is it over?
"
6,5,Stan,"We made it.
"
3,4,Cartman,"Ooooohh.
"
3,15,Cartman,"Jews...
"
2,2,Mr. Garrison,"Yeah. God only knows who they'll kill next.
"
6,3,Stan,"Kenny woulda done it. 
"
16,12,Randy,"Can you believe it? Completely turnkey!  Yo got your sci-fi, comedies, buddy flicks, chick flicks, all on Blu-ray or DVD!  Well, what do you think?
"
18,10,Cartman,"He's such a douchebag.
"
9,7,Jimmy,"Really? M-maybe I can catch the bus ...and get down there before the talent show ends. Th-thanks, Officer Barbrady! 
"
9,5,Randy,"Hey Bat Dad!  I didn't hear no bell.
"
9,12,Stan,"I, I guess.
"
10,9,Cartman,"That's right, Butters.
"
5,11,Kyle,"It seems like I might get splinters, though.
"
8,2,Jimmy,"How much would this cost me?
"
14,4,Stan,"Relationship stat- I didn't even pay any attention to that-
"
15,1,Kyle,"Dad! You tasered my dad!
"
2,16,Kyle,"Behold! Here's your false prophet!
"
10,1,Kenny,"(Yeah, me too.)
"
2,12,Stan,"' G'oh?
"
8,7,Randy,"We're doing the only thing we can do. If our government is just gonna let anybody into our time who wants to come, then we have to take matters into our own hands.  We're trying to turn everyone gay so that there are no future humans! Present-day America Number One!
"
8,11,Kyle,"We're making the news more appealing to students.
"
14,9,Kyle,"Shut the fuck up!  What?
"
5,13,Cartman,"Great, just sign right here, please.  Hi. Havin' an abortion today?  Great.  Listen, if you'd like to sell your abortion for research I'm offering uh, seventy-five dollars. Help you out a little bit with your medical bill in there.  And you sign right here.  Uh excuse me, ma'am. Can I interest you in selling your aborted fetus? 
"
12,12,Stan,"Let go of my face, asshole!
"
10,8,Stan,"15 agility.
"
7,13,Mr. Mackey,"Boys, what are you doing back here?  I asked you a question: What are you doing back here, 'k?!
"
9,8,Randy,"My colleagues in the scientific community are still running tests, but... we believe it may happen... the day after tomorrow. 
"
17,9,Randy,"Get back! Get out of my way!  Commander Marsh?
"
10,14,Stan,"All right, guys, listen.  I saw Nelson in the hospital, and he asked me one thing: he said he wanted us to win this game... for him. 
"
13,13,Butters,"Let us not forget what happens this day!
"
6,16,Stan,"It's just a show! It doesn't have any fucking effect on me, for fuck's sake!
"
2,15,Kyle,"Yeah! Now, which one of you is the Cartman we can't stand?!
"
11,10,Cartman,"Copy that, Hawk Eyes. Keep surveillance tag Alpha Niner. Dragon Wind out. 
"
12,13,Stan,"Uh, Wendy?
"
18,9,Kyle,"Oh no! No, Ike! You are not watching him comment on things!
"
5,12,Mr. Garrison,"Alright!
"
15,5,Cartman,"What do you want me to do, Kyle? Find a stepladder of some kind and risk my safety to get up there and change the rules?!
"
2,3,Cartman,"10-4, sergeant! 
"
3,17,Mr. Garrison,"Shut up, Eric! There's gonna be 4 million children playing this song at the same time on their recorders, and, so help me God, South Park Elementary is not gonna be the only ones that don't know the song! Try again! Recorders up.  And a-1 and a-2 and a- 
"
1,1,Kyle,"Sure you do!
"
8,5,Cartman,"I'm not a robot, dumbass! I'm alive!
"
6,6,Cartman,"We decided to get some one-on-one time with Jimmy and ride the log ride.  The great thing was that, because Jimmy's crippled, we got to go to the front of the line.  That was definitely big points for Jimmy, you know, but, but then we got to the ride itself, and...
"
2,18,Stan,"Dude, I wanted to call him Gorak.
"
5,7,Mr. Mackey,"Why are you wearing a condom?
"
10,2,Stan,"Kyle! Du-what is going on?!
"
8,5,Butters,"He's made in Japan!
"
13,8,Kyle,"It's okay, Ike, you're going to be... okay.
"
16,2,Stan,"She's not a baby, Grandpa, she's thirteen.
"
3,8,Stan,"But you know, I learned something today. I used to call you guys Melvins. But you're just kids, like me. We separate you in school because you talk different and you study too hard, but we've proven tonight that we can all get along.
"
14,2,Mr. Garrison,"Uh-yes, apparently John Lennon's killer said he was inspired by The Catcher In The Rye, but he was just a kook! 
"
15,14,Kenny,"(Good for me.)
"
3,8,Randy,"Hohn.  Um, I don't know. Maybe I'll drink a few more beers and see where the party takes me.
"
15,13,Stan,"I didn't think so.
"
5,7,Stan,"No!
"
15,5,Cartman,"Because we need a Jew to do the bookkeeping.  Dammit!  Kyle, wait I-  Kyle, hold on a second!
"
13,6,Randy,"One point five?
"
9,13,Kyle,"I'll meet up with you guys in a little bit. I-I wanna hang out here some more.
"
9,6,Cartman,"Well, we did it, Butters. We saved the day.
"
1,7,Stan,"That's okay Wendy, I'm sorry I wished you were dead.
"
11,10,Cartman,"What? Move aside, move aside! 
"
6,7,Cartman,"Just reach in there and get the seamen out of her stomach!  Oh, God! You guys are such pussies!  Hemmm...
"
6,15,Stan,"I didn't start by saying Peter is dead! I started by saying, ""They want me to acknowledge Peter."" That could have meant Peter was in the audience or that Peter was somebody's friend, or Peter had died. I couldn't be wrong, see? Now, I can look at this woman and see that she's fairly young, so odds are her husband was fairly young when he died. So I can say something like, ""I'm getting that Peter's death was very untimely""
"
13,7,Cartman,"Yes, bebebudjuhbluhbluhbluhbluh. Thank you. 
"
10,10,Cartman,"You seen this woman, brah?  She's staying here!
"
9,1,Kyle,"I hate being small and Jewish. I feel like a tall black man.
"
16,7,Cartman,"Jesus Christ, Cupid Me, you givin' birth in there?!
"
8,3,Kyle,"Right. But he can't live with the guilt anymore. Because, even if Jesus wasn't really the Son of God, he was still a nice guy. And he didn't deserve what happened to him in Mel Gibson's movie. I I can't sleep at night. I mean, my... friend can't sleep at night.
"
4,7,Cartman,"No no, no no, nono no!Nonono, no no!
"
2,17,Kyle,"Hey, Tweek, you got anymore of this stuff?
"
8,2,Jimmy,"I said, shut your mouth, bitch! Why did you make me do it, huh?!  You're not leavin' anybody! You just keep your G-Goddamned mouth shut and do what you're t-t-t-uh-tol-told!  '
"
12,10,Stan,"I'm so sick of hearing this music everywhere I go!
"
2,12,Stan,"But I didn't write the note!
"
7,7,Stan,"We can stay. And fight.
"
2,12,Kyle,"Right. Why?
"
7,9,Cartman,"Yes, we sure do.
"
12,9,Wendy,"You can't bribe your way out of this!
"
4,4,Timmy,"Timmih!
"
4,14,Stan,"Uh-eally? Uh you think so?
"
9,5,Randy,"Well I think that there's a uh...
"
9,4,Cartman,"Fine! We'll see about this, you freakin' Jew!  I'm gonna get that feeding tube removed if I have to go all the way to the Supreme Court! 
"
