"Country","Region","Year","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","Hepatitis_B","Measles","BMI","Polio","Diphtheria","Incidents_HIV","GDP_per_capita","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Economy_status_Developed","Economy_status_Developing","Life_expectancy"
"Luxembourg","European Union",2002,3.3,4,98.426,12.88,95,86,25.7,99,99,0.07,96270,0.45,1,0.9,10.7,1,0,78
"Cameroon","Africa",2010,68.6,110.1,362.5215,5.88,84,64,24,83,84,1.87,1248,20.34,6.1,6.2,5.3,0,1,55.1
"Cyprus","European Union",2004,4.1,4.8,64.721,13.03,88,91,26.5,98,98,0.04,24798,1.01,0.9,1,10.5,1,0,78.5
"Montenegro","Rest of Europe",2009,6.3,7.4,118.42,10.17,87,96,26,91,92,0.03,5834,0.62,2,2.1,11,0,1,75.1
"Peru","South America",2007,18.2,23.4,137.505,4.51,93,51,25.7,93,93,0.18,4439,28.33,1.2,1.2,8.1,0,1,73.5
"Djibouti","Africa",2002,76.5,96.1,323.2315,1.11,88,82,23.6,62,62,1.78,791,0.75,6.2,6,3.4,0,1,57.2
"Colombia","South America",2013,14.3,16.6,142.829,4.32,91,72,26,91,91,0.2,5867,46.5,2.1,1.9,7.8,0,1,76.1
"Indonesia","Asia",2012,25.9,31.2,181.1225,0.08,83,78,22.7,87,83,0.2,2981,248.45,1.5,1.4,7.6,0,1,69.9
"South Africa","Africa",2004,49.4,77.7,501.4985,7.2,76,51,26.5,73,74,11.64,5374,47.29,12.6,15,8.8,0,1,53.4
"Lithuania","European Union",2015,4,4.9,165.233,14.2,94,92,26.4,93,93,0.09,14264,2.9,2.6,2.6,13,1,0,74.3
"Czechia","European Union",2004,3.7,4.6,114.2985,13.42,98,98,26.6,96,98,0.08,14070,10.2,2.1,2.2,11.6,1,0,75.7
"Italy","European Union",2008,3.5,4.1,60.1245,7.96,96,83,25.7,96,96,0.08,33530,58.83,0.5,0.5,9.5,1,0,81.5
"New Zealand","Oceania",2011,5,6,70.233,9.45,95,86,27.7,95,95,0.04,35916,4.38,0.3,0.3,12,1,0,80.9
"Nigeria","Africa",2010,84.3,135.5,376.179,5.22,49,64,23,54,54,0.75,2404,158.5,11.3,11.2,5.2,0,1,50.9
"Thailand","Asia",2010,11.7,13.6,160.1755,6.19,98,91,23.8,99,99,0.23,5164,67.2,8.2,8.3,7.7,0,1,74.2
"Bulgaria","European Union",2008,9.5,11.4,148.4445,10.73,96,94,25.8,96,95,0.03,6460,7.49,2.1,2.1,10.5,1,0,73
"Central African Republic","Africa",2004,106.9,162.5,532.8745,1.6,45,64,21.9,45,51,3.09,459,3.96,9.9,9.9,3.2,0,1,44.4
"Honduras","Central America and Caribbean",2001,29,35.3,169.61,2.61,95,83,24.9,99,96,0.43,1791,6.75,2.7,2.7,4.4,0,1,71
"Haiti","Central America and Caribbean",2008,61.3,83.2,271.8455,3.49,60,83,24.3,64,63,0.95,1339,9.65,4.2,4.2,4.6,0,1,59.8
"Austria","European Union",2013,3.2,3.9,67.3475,12.1,95,82,25.5,95,95,0.08,44299,8.48,1.8,2,11.9,1,0,81.1
"Dominican Republic","Central America and Caribbean",2000,32.4,40,186.951,6.72,68,83,24.9,71,78,1.02,4209,8.47,3.8,3.7,6.4,0,1,69.4
"Djibouti","Africa",2003,74.7,93.6,317.1835,0.52,88,82,23.6,68,68,1.16,819,0.76,6.1,5.9,3.5,0,1,57.4
"Rwanda","Africa",2001,100,167.4,432.824,9.27,91,87,21,76,77,2.9,361,8.23,7.4,7.5,2.4,0,1,49.9
"Ghana","Africa",2013,41.8,59.8,251.5445,1.78,90,54,23.8,91,90,0.88,1768,26.61,6.6,6.4,6.9,0,1,62.1
"Malta","European Union",2005,6.1,7,59.577,6.14,85,60,27.1,94,92,0.08,18134,0.4,0.7,0.7,9.8,1,0,79.3
"Chile","South America",2003,8.1,9.5,103.6575,6.37,94,96,26.9,96,96,0.14,9233,15.85,1,1,9.4,0,1,77.1
"Saudi Arabia","Middle East",2013,8.8,10.2,90.265,0,98,99,28.3,98,98,0.13,20176,30.05,7.6,7.5,9.5,0,1,74.4
"Colombia","South America",2014,13.8,16,141.448,4.22,90,88,26,90,90,0.19,6069,46.97,2.1,1.9,8,0,1,76.3
"St. Vincent and the Grenadines","Central America and Caribbean",2007,18.7,21.1,167.402,6.2,99,83,26.3,99,99,0.4,7154,0.11,3.6,3.6,8.1,0,1,71.6
"Namibia","Africa",2003,43.3,74.4,495.7265,2.29,83,64,23.2,82,79,9.74,3298,1.88,14.2,14.3,5.8,0,1,50.6
"Togo","Africa",2003,69.9,109.5,333.358,0.89,81,64,22.4,72,72,2.13,522,5.33,8.8,8.7,4.1,0,1,53.9
"Yemen, Rep.","Middle East",2014,45.4,58.7,223.9525,0.03,73,95,23.6,67,73,0.03,2283,25.82,13.7,13.5,3,0,1,66.1
"Bosnia and Herzegovina","Rest of Europe",2012,5.8,6.7,100.353,4.83,92,94,25.5,87,92,0.08,4216,3.6,2.5,2.5,8.3,0,1,76.4
"St. Lucia","Central America and Caribbean",2014,19,21.4,138.0705,9.18,99,83,29.6,99,99,0.4,10280,0.18,4.3,4.3,8.7,0,1,75.4
"Maldives","Asia",2002,25.5,30.7,117.6445,1.82,98,69,23.4,98,98,0.17,6832,0.29,14.6,14.7,3.2,0,1,71.7
"Armenia","Rest of Europe",2013,14,15.6,128.387,3.92,95,97,26.2,96,95,0.08,3407,2.9,2.1,2.1,11.4,0,1,74.1
"Uganda","Africa",2005,65.6,107.1,441.99,11.3,64,64,21.6,59,64,3.78,610,27.68,6.5,6.5,4.4,0,1,51.7
"Cyprus","European Union",2009,3,3.5,58.8095,10.81,96,88,26.7,99,99,0.05,26182,1.1,0.9,1,11.3,1,0,79.2
"Afghanistan","Asia",2002,85.3,121.1,298.8855,0.02,64,14,21.9,36,36,0.02,320,22.6,19.9,2.2,2.3,0,1,56.8
"Tonga","Oceania",2008,11.8,13.7,145.4525,1.1,84,98,31.7,99,86,0.17,3967,0.1,0.1,0.1,10.1,0,1,69.9
"Zimbabwe","Africa",2003,50.4,91.6,703,1.96,70,64,23.4,70,68,10.27,1291,11.98,9.8,9.9,6.8,0,1,43.2
"Luxembourg","European Union",2000,3.7,4.5,100.072,13.21,77,86,25.6,99,99,0.06,92528,0.44,1,1,10.3,1,0,77.9
"Antigua and Barbuda","Central America and Caribbean",2010,8.3,10,137.808,7.16,98,92,26.1,99,98,0.1,13987,0.09,3.3,3.3,9.2,0,1,75.8
"Burkina Faso","Africa",2004,83.3,159.5,311.4595,5.51,86,31,21.3,83,79,0.63,491,13.03,1.5,1.1,1.3,0,1,52.6
"St. Lucia","Central America and Caribbean",2006,16.1,18.6,154.8585,13.02,85,83,28,85,85,0.4,10141,0.17,4.3,4.4,7.6,0,1,74.3
"Solomon Islands","Oceania",2006,24.1,28.9,190.4555,1.01,99,65,25.4,99,99,0.17,1871,0.48,1.3,1.3,4.9,0,1,69.5
"Turkmenistan","Asia",2015,36.4,42.2,189.928,3.36,99,99,26.4,99,99,0.08,6433,5.57,3.3,3.3,9.8,0,1,67.7
"Qatar","Middle East",2005,8.9,10.4,63.957,1.08,97,98,28,98,97,0.05,57624,0.87,4.8,4.5,8.8,0,1,78.3
"Nigeria","Africa",2005,95,155,397.18,11.24,18,64,22.7,45,36,1.05,1948,138.87,12.9,12.9,5.2,0,1,48.3
"Kenya","Africa",2009,40.4,59.9,302.9805,1.17,88,28,22.8,89,88,2.21,1261,40.9,8.2,8.1,6.1,0,1,59.9
"Lesotho","Africa",2008,77.1,113,569.1065,2.91,88,80,24.5,86,88,14.53,962,1.99,8,7.8,5.4,0,1,43.4
"Indonesia","Asia",2004,37.1,49.6,190.6185,0.054,64,29,22,79,71,0.2,2109,223.29,1.9,1.9,7.3,0,1,67
"Vietnam","Asia",2002,21.7,27.4,137.514,0.82,89,65,20.1,92,75,0.26,1295,81.53,15.6,16.3,5.8,0,1,73.4
"Bahrain","Middle East",2003,9.7,11.3,81.7285,2.04,98,99,25.4,97,97,0.05,22336,0.78,6.1,5.9,8.4,0,1,75
"Paraguay","South America",2003,26.2,31.6,164.433,4.49,86,55,25.3,86,86,0.17,3816,5.63,2.4,2.3,7,0,1,71.2
"Antigua and Barbuda","Central America and Caribbean",2015,6.5,7.8,130.0025,9.06,99,84,26.6,86,99,0.2,14285,0.09,3.3,3.3,9.2,0,1,76.5
"Burundi","Africa",2000,94.7,154.5,355.0185,7.17,87,57,20.6,71,80,1.55,307,6.38,9,8.9,1.8,0,1,49.1
"Fiji","Oceania",2006,19.9,23.4,207.4675,2.07,99,94,26.8,98,98,0.05,4620,0.83,4.1,3.8,9.3,0,1,66.4
"Malawi","Africa",2015,36.7,53.3,294.858,2.04,88,64,22.8,88,88,2.59,381,16.75,6.4,6.2,4.4,0,1,62
"Guinea","Africa",2005,83.9,134.7,318.5825,0.2,57,64,22.2,59,59,1.15,661,9.11,9.3,9.3,1.6,0,1,53.2
"Comoros","Africa",2014,55.8,74.7,229.794,0.13,88,64,24.2,87,87,0.01,1258,0.76,6.8,6.6,4.8,0,1,63.2
"Rwanda","Africa",2013,37.1,52,215.093,6.15,98,87,21.9,98,98,0.75,683,10.81,5.9,5.9,3.8,0,1,66.2
"Antigua and Barbuda","Central America and Caribbean",2011,7.9,9.5,136.0795,7.24,99,89,26.2,99,99,0.1,13525,0.09,3.3,3.3,9.2,0,1,76
"Turkmenistan","Asia",2007,40.6,47.4,210.7895,2.23,98,98,25.4,98,98,0.08,3353,4.87,3.3,3.3,9.9,0,1,65.7
"Vanuatu","Oceania",2008,24.1,28.8,150.659,1.17,61,65,25.8,70,67,0.17,2877,0.22,1.5,1.5,6.6,0,1,68.8
"United Kingdom","Rest of Europe",2008,4.8,5.6,78.4095,10.66,88,86,26.9,92,92,0.08,44121,61.81,0.8,0.5,12.8,1,0,79.6
"Kyrgyz Republic","Asia",2008,29.6,33.7,213.764,7.29,97,65,25.6,95,95,0.21,966,5.32,3.3,3.4,10.3,0,1,68.5
"Italy","European Union",2013,3.1,3.7,53.267,7.35,96,84,25.6,96,96,0.07,30258,60.23,0.5,0.6,10.3,1,0,82.7
"Czechia","European Union",2014,2.5,3.1,83.987,12.75,99,96,27,99,97,0.08,16951,10.53,1.8,1.9,12.8,1,0,78.8
"St. Vincent and the Grenadines","Central America and Caribbean",2014,15.7,17.4,155.902,7.12,98,83,27,97,98,0.4,7029,0.11,3.5,3.4,8.6,0,1,72
"Tanzania","Africa",2001,74.4,121.9,448.1755,6.25,93,64,22.2,65,87,4.25,587,34.39,8.2,8.1,4.3,0,1,51.4
"Morocco","Africa",2001,42.3,50.1,146.7395,0.45,84,91,24.7,93,96,0.06,1870,29.13,6.7,6.5,3.5,0,1,69.2
"Estonia","European Union",2009,4,5,153.3555,14.66,95,96,26.1,95,95,0.08,14205,1.33,2,2,12.4,1,0,74.8
"El Salvador","Central America and Caribbean",2011,15.8,18.5,192.7545,2.31,89,81,27.2,90,89,0.21,3447,6.21,1.7,1.6,6.5,0,1,71.4
"Moldova","Rest of Europe",2010,14.7,17.1,197.1175,6.92,98,92,26.6,97,90,0.42,2255,2.86,2.8,3,11.1,0,1,69.6
"Myanmar","Asia",2015,41,52.2,196.053,1.47,89,78,22.6,89,89,0.28,1197,52.68,12.8,13,4.9,0,1,65.8
"Nepal","Asia",2013,32,39.4,163.2835,0.28,92,65,22.1,92,92,0.17,821,26.92,16.1,16.5,4.2,0,1,68.8
"Tanzania","Africa",2010,47.1,71.9,316.531,6.95,91,64,22.8,94,91,2.48,808,44.35,7.1,7.1,5.1,0,1,58.6
"Belarus","Rest of Europe",2010,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,0.22,5622,9.48,2,2.2,12,0,1,70.4
"Jamaica","Central America and Caribbean",2000,18.9,22.2,168.4155,3.77,98,96,25.5,95,93,0.87,4841,2.65,2,1.9,7.3,0,1,74.1
"Rwanda","Africa",2006,59.3,93.9,312.9135,8.79,99,87,21.4,99,99,1.86,488,9.04,6.8,6.8,2.9,0,1,57.1
"Tajikistan","Asia",2003,54.2,65.2,164.6845,0.74,58,94,24.4,82,85,0.02,556,6.54,4,4,10.6,0,1,64.5
"Tonga","Oceania",2011,11.1,12.9,140.5855,0.93,82,99,31.9,99,82,0.17,4043,0.1,0.1,0.1,10.9,0,1,70.1
"Congo, Rep.","Africa",2013,39.7,56.2,277.011,1.9,85,64,23,85,85,2.08,2499,4.62,7.7,7.4,6.3,0,1,62
"Myanmar","Asia",2014,42.3,54.1,197.7265,1.36,88,82,22.5,88,88,0.29,1168,52.28,12.9,13.1,4.8,0,1,65.4
"Micronesia, Fed. Sts.","Oceania",2002,29.4,35.9,182.694,2.79,85,65,28.9,84,84,0.17,2984,0.11,0.2,0.2,5.3,0,1,64.9
"Seychelles","Africa",2015,12.7,14.8,151.6085,8.7,98,98,26.6,97,97,3.5,15158,0.09,5.7,6,9.5,0,1,74.3
"Bhutan","Asia",2011,32.4,40,223.746,0.25,95,95,23.4,95,95,0.14,2387,0.69,16.3,17,2.3,0,1,68.8
"Solomon Islands","Oceania",2010,22.2,26.4,169.032,1.09,87,65,25.8,84,90,0.17,2099,0.53,1.2,1.2,5.1,0,1,70.7
"Senegal","Africa",2002,62.3,115.1,250.933,0.22,87,33,22.3,60,60,0.64,1061,10.28,12,11.9,2.4,0,1,58.7
"Thailand","Asia",2001,17.8,20.9,196.2075,5.84,95,86,23,97,96,0.6,3605,63.54,9.3,9.6,6.3,0,1,70.8
"Netherlands","European Union",2015,3.4,4,58.0775,8.3,94,92,25.5,95,95,0.04,45193,16.94,1,0.9,12.1,1,0,81.5
"Portugal","European Union",2014,3,3.6,76.9805,10.2,98,96,25.7,98,98,0.13,18833,10.4,0.7,0.5,8.9,1,0,81.1
"Yemen, Rep.","Middle East",2004,57.3,76.9,247.6745,0.06,43,95,22.7,72,72,0.02,2472,19.54,13.9,13.9,1.7,0,1,62.9
"Suriname","South America",2014,18.6,20.9,171.5365,5.39,85,15,26.4,76,85,0.51,9593,0.55,3.5,3.5,8.2,0,1,71.1
"Guinea-Bissau","Africa",2011,69.6,109.1,284.733,3.19,86,64,23.1,85,86,2.22,617,1.56,7.8,7.7,2.7,0,1,55.1
"Zambia","Africa",2008,54.5,88.7,442.735,2.66,87,39,22,90,87,6.29,1068,12.85,6.8,6.7,6.5,0,1,52.6
"Gambia, The","Africa",2003,56.4,99.8,293.086,3.63,94,64,22.4,87,87,1.55,724,1.45,9.6,9.6,2.2,0,1,57.2
"United Arab Emirates","Middle East",2011,7.2,8.4,72.9945,1.75,95,95,28.1,95,95,0.13,33246,8.95,5.1,4.9,10,0,1,76.5
"Burundi","Africa",2015,46.2,67.6,294.187,3.99,94,65,21.6,94,94,0.27,306,10.16,7.3,7.2,2.9,0,1,60.1
"United Arab Emirates","Middle East",2009,7.6,8.9,75.597,1.76,93,93,27.9,94,93,0.13,34580,7.92,5.1,4.9,9.7,0,1,76.1
"Hungary","European Union",2008,5.5,6.5,166.717,11.75,88,99,26.6,99,99,0.08,11937,10.04,1.9,1.9,11.5,1,0,73.7
"Malawi","Africa",2013,42.2,63.4,315.314,2.02,89,64,22.7,89,89,3.32,370,15.84,6.5,6.4,4.4,0,1,59.9
"Eritrea","Africa",2000,56.1,85.2,370.455,0.88,87,88,20.1,82,81,0.7,828,2.29,1.2,1.1,3.7,0,1,55.3
"Italy","European Union",2012,3.2,3.8,55.1645,7.48,96,83,25.7,96,97,0.07,31185,59.54,0.5,0.6,9.9,1,0,82.2
"Oman","Middle East",2011,10,11.6,96.52,0.5,99,99,26,99,99,0.05,19868,3.25,6.9,6.8,8.3,0,1,75.9
"Nepal","Asia",2006,43.8,56.3,197.587,0.19,69,65,21.3,91,89,0.17,629,26.07,17.4,18,2.9,0,1,65.8
"Serbia","Rest of Europe",2009,6.7,7.8,130.945,9.78,93,87,25.7,97,95,0.02,5148,7.32,2.3,2.3,10.4,0,1,74
"France","European Union",2013,3.1,4.1,77.9145,11.73,74,75,25,99,99,0.1,36205,66,0.6,0.6,11.2,1,0,82.2
"Greece","European Union",2010,3.4,3.9,74.8405,8.33,95,77,27.1,99,99,0.1,21560,11.12,0.8,0.7,10.3,1,0,80.4
"Guyana","South America",2003,34.7,43.2,226.301,8.75,90,71,25,91,90,0.93,3966,0.75,5.8,5.6,7.8,0,1,66.1
"Nigeria","Africa",2009,85.9,138.3,379.9755,10.58,63,64,22.9,66,63,0.79,2286,154.32,11.7,11.6,5.2,0,1,50.4
"Bolivia","South America",2011,31.2,39.2,196.6465,3.3,95,83,26,95,95,0.18,2603,10.21,1.2,1.1,8,0,1,68.5
"Australia","Oceania",2010,4,4.8,62.169,10.52,92,88,26.9,92,92,0.05,53543,22.03,0.7,0.6,12.4,1,0,81.7
"Jordan","Middle East",2009,17.6,20.7,116.897,0.56,98,90,28.5,98,98,0.13,4782,6.89,3.8,3.8,9.9,0,1,73.3
"Timor-Leste","Oceania",2010,51.4,61.5,164.1365,0.1,72,64,20.7,72,72,0.08,1186,1.09,11.5,11.5,4.4,0,1,67.2
"Timor-Leste","Oceania",2003,73,91.2,234.413,0.44,75,64,20.1,55,55,0.05,934,0.95,12.1,12.1,3,0,1,61.9
"Paraguay","South America",2014,19.6,23,146.1335,5.39,87,76,26.5,93,87,0.14,5329,6.6,2,1.9,8.2,0,1,73.5
"Suriname","South America",2002,25.7,29.1,212.234,4.58,84,16,25.6,74,73,0.98,6488,0.48,3.5,3.5,7.7,0,1,68.1
"China","Asia",2011,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7
"Serbia","Rest of Europe",2012,6.2,7.1,121.4185,8.78,97,90,25.9,93,91,0.02,5344,7.2,2.1,2.1,10.5,0,1,74.8
"Yemen, Rep.","Middle East",2013,45.2,58.4,226.386,0.04,73,95,23.5,67,73,0.03,2348,25.15,13.7,13.5,3,0,1,66
"Mozambique","Africa",2015,61.3,84,332.583,1.22,88,64,22.7,88,80,3.5,590,27.04,3.6,3.5,3.5,0,1,57.2
"Poland","European Union",2002,7.3,8.4,143.4055,8.02,98,97,25.5,98,99,0.08,7607,38.23,2.5,2.6,11.4,1,0,74.5
"Bulgaria","European Union",2015,6.9,8.2,136.0675,10.89,92,87,26.4,91,91,0.03,7075,7.18,1.9,1.8,11.8,1,0,74.6
"China","Asia",2005,19.4,24,102.5235,2.92,84,84,22.8,87,87,0.1,3391,1303.72,5,4.4,6.9,0,1,73
"France","European Union",2006,3.3,4.5,89.724,13.05,39,65,25,99,99,0.11,35826,63.62,0.6,0.6,10.6,1,0,80.8
"Czechia","European Union",2008,3,3.7,104.5205,13.65,99,98,26.7,99,99,0.08,17047,10.38,1.9,2,12.2,1,0,77
"Sierra Leone","Africa",2015,95.1,140.2,397.8705,3.06,86,60,22.7,86,86,0.85,588,7.17,7.4,7.3,3.4,0,1,52.9
"Qatar","Middle East",2013,7.2,8.4,57.8825,1.03,97,99,28.8,99,97,0.06,62733,2.34,5.1,4.7,9.9,0,1,79.5
"Burkina Faso","Africa",2013,62.7,108.3,267.2085,5.49,88,34,22,89,88,0.23,639,17.07,8.4,7.9,1.4,0,1,58.9
"Sao Tome and Principe","Central America and Caribbean",2002,48,71,217.479,5.93,70,71,23.7,92,92,1.08,1087,0.15,7.6,7.6,4.3,0,1,62.7
"Mauritius","Africa",2007,13,15.2,157.4485,3.23,97,80,24.9,96,97,1.05,6939,1.24,7.5,7.4,7.6,0,1,72.6
"Kazakhstan","Asia",2014,11.6,13,193.594,3.64,95,99,26.3,95,95,0.14,10539,17.29,2.4,2.5,11.7,0,1,71.4
"Argentina","South America",2012,11.9,13.3,121.2325,8,91,89,27.3,90,91,0.14,13896,41.73,1,0.9,9.8,0,1,75.6
"Ireland","European Union",2001,5.8,6.9,89.055,14.04,95,86,26.4,84,84,0.05,43139,3.87,0.3,0.3,11,1,0,77.1
"Congo, Rep.","Africa",2014,38.7,54.4,269.618,1.9,90,64,23.1,90,90,2.06,2603,4.74,7.6,7.3,6.3,0,1,62.6
"Guinea","Africa",2010,74.4,117.7,290.8,0.2,64,64,22.6,62,64,0.93,689,10.19,8.2,8.2,1.6,0,1,56.9
"Tonga","Oceania",2001,14.2,16.5,156.677,1.34,91,98,31.3,95,89,0.17,3790,0.1,0.1,0.1,9.1,0,1,69.7
"Rwanda","Africa",2009,47,69.6,259.5265,7.3,97,87,21.6,93,97,1.09,573,9.78,6.6,6.4,3.3,0,1,62.1
"Mongolia","Asia",2005,33.1,40.9,252.831,5.17,98,98,24.8,99,99,0.02,2068,2.53,2.3,2.4,8.6,0,1,65.1
"Seychelles","Africa",2001,11.8,13.7,178.6415,6.84,96,98,25.5,96,96,3.5,10915,0.08,6.2,6.6,7.5,0,1,73.3
"Syrian Arab Republic","Middle East",2005,16.8,19.7,116.383,0.79,83,81,27.3,83,80,0.13,1532,18.36,6.5,6.3,5.8,0,1,74.4
"Latvia","European Union",2002,10.2,12.6,225.2175,7.44,98,96,25.7,98,97,0.19,7849,2.31,2.7,2.7,10.6,1,0,71
"France","European Union",2005,3.3,4.6,91.6715,12.88,35,65,25,98,98,0.11,35214,63.18,0.6,0.6,10.4,1,0,80.2
"Syrian Arab Republic","Middle East",2015,25.6,41.6,178.1065,0.23,41,47,28.2,50,41,0.13,979,18,6.3,6.1,5.1,0,1,69.9
"Indonesia","Asia",2006,32.4,39.9,189.1485,0.062,66,50,22.2,78,72,0.22,2289,229.32,1.8,1.8,7.9,0,1,67.7
"United Arab Emirates","Middle East",2013,6.8,8,70.6545,1.86,98,98,28.2,98,98,0.13,35496,9.2,5.2,5,10.3,0,1,76.9
"Burkina Faso","Africa",2010,68.1,121.5,280.9365,5.44,91,32,21.8,90,91,0.31,582,15.61,9,8.6,1.4,0,1,57.1
"Haiti","Central America and Caribbean",2005,65.3,89.4,287.5005,3.49,60,83,23.9,60,60,1.14,1284,9.2,4.4,4.4,4.3,0,1,58.7
"Mali","Africa",2008,81.1,140.2,289.566,0.58,74,64,22.4,74,74,0.62,707,14.11,9.2,9,1.9,0,1,54.2
"Cambodia","Asia",2013,30.3,35.3,182.9515,2.8,83,52,21.9,71,83,0.11,1048,15.03,11,11.1,4.6,0,1,67.9
"Eswatini","Africa",2000,67.8,112.2,559.1865,6.8,83,99,25.5,87,84,21.68,2472,1.01,9.4,9.6,3.9,0,1,47.5
"Kyrgyz Republic","Asia",2009,27.8,31.6,206.2885,5.98,96,65,25.7,96,95,0.21,982,5.38,3.3,3.4,10.4,0,1,69.1
"Grenada","Central America and Caribbean",2000,12.9,15.5,179.4865,9.21,97,70,25.3,97,97,0.4,6977,0.1,4.3,4.2,7.4,0,1,72.6
"Guyana","South America",2008,31.7,39,219.435,5.83,93,84,25.6,93,93,0.71,4512,0.75,5.6,5.4,8,0,1,67.5
"Micronesia, Fed. Sts.","Oceania",2009,27.8,33.7,172.001,2.05,89,65,29.3,81,91,0.17,3015,0.1,0.2,0.2,7,0,1,66.3
"Barbados","Central America and Caribbean",2011,13.7,14.8,104.765,8.69,91,94,27.4,91,91,0.35,16619,0.28,3.8,3.8,9.9,0,1,78.5
"Kiribati","Oceania",2003,49.5,64.8,215.9625,0.44,73,35,29,79,70,0.17,1541,0.09,0.2,0.2,7.1,0,1,64
"Bahrain","Middle East",2007,8.4,9.8,73.874,1.83,97,99,25.1,97,97,0.05,22112,1.04,6.1,5.9,8.4,0,1,75.6
"Colombia","South America",2006,17.8,20.8,155.343,4.43,93,85,25.4,94,93,0.21,4638,43.2,2.3,2.1,6.7,0,1,74.5
"Germany","European Union",2012,3.4,4,73.3235,11.32,88,93,26.4,94,95,0.03,40069,80.43,1.1,1.1,14,1,0,80.5
"Fiji","Oceania",2000,19.1,22.4,219.344,2.46,98,84,26.3,91,90,0.03,4107,0.81,4.3,4,9.6,0,1,65.7
"India","Asia",2014,36.9,46.2,180.388,3,79,60,21.7,84,85,0.07,1503,1295.6,26.8,27.4,6.1,0,1,68.3
"Venezuela, RB","South America",2004,16.4,19.1,155.121,7.58,82,83,26.4,83,86,0.4,4326,26,1.7,1.6,7.2,0,1,72.7
"Belgium","European Union",2006,4,4.8,86.023,10.94,94,78,25.8,99,98,0.08,39148,10.55,0.8,0.8,11.1,1,0,79.4
"Slovak Republic","European Union",2014,5.2,6.4,108.859,10.26,97,97,26.3,97,97,0.01,15547,5.42,1.2,1.2,12.3,1,0,76.8
"Antigua and Barbuda","Central America and Caribbean",2007,9.6,11.7,142.994,8.11,97,78,25.8,98,99,0.1,18062,0.08,3.4,3.3,9.2,0,1,75.4
"El Salvador","Central America and Caribbean",2015,13.3,15.5,182.1595,2.54,91,88,27.6,92,91,0.18,3706,6.33,1.6,1.5,6.6,0,1,72.4
"Panama","Central America and Caribbean",2015,14.6,17,114.701,6.84,73,92,26.8,72,73,0.4,13630,3.97,1.9,1.8,9.9,0,1,77.8
"Bulgaria","European Union",2010,9,10.8,142.4175,9.82,95,96,26,94,94,0.03,6428,7.4,2,2,10.6,1,0,73.5
"Mozambique","Africa",2013,64.7,92.3,356.677,1,78,64,22.5,84,78,3.5,544,25.56,3.6,3.5,3.4,0,1,54.9
"Croatia","European Union",2005,5.8,6.7,112.169,10.72,96,98,26.1,96,96,0.02,11400,4.31,1.8,1.8,9.7,1,0,75.2
"Libya","Africa",2004,21,24.4,137.419,0.012,99,95,27.1,97,97,0.07,11583,5.71,5.5,5.4,6.3,0,1,71.7
"Bolivia","South America",2000,55.9,75.6,240.0465,2.3,77,83,24.7,74,75,0.26,2059,8.42,1.5,1.4,7.4,0,1,62.5
"Maldives","Asia",2003,22.8,27.1,109.936,1.95,98,71,23.5,98,98,0.17,7553,0.3,14.6,14.7,3.3,0,1,72.4
"Vanuatu","Oceania",2005,23.6,28.2,161.244,0.89,61,65,25.7,67,68,0.17,2622,0.21,1.6,1.5,6.5,0,1,68.4
"Eswatini","Africa",2014,50.1,62.4,443.15,7.28,98,89,26.7,98,98,15.74,3630,1.1,4.3,4.3,6.5,0,1,53.6
"Iraq","Middle East",2000,35.6,44.5,163.596,0.22,67,48,27,83,80,0.13,4337,23.5,5.6,5.4,5,0,1,69.1
"Liberia","Africa",2002,111.9,163.7,344.857,4.29,58,64,23.2,51,39,3.5,780,3.02,8.8,8.9,3.6,0,1,52.8
"Guinea-Bissau","Africa",2013,64.3,99.7,277.9945,2.95,87,64,23.2,86,87,1.82,593,1.65,7.5,7.3,2.8,0,1,56.1
"Cote d'Ivoire","Africa",2011,72.9,103.1,416.7045,1.14,62,64,23.5,58,62,1.16,1559,21.03,6.1,6,4.4,0,1,53.6
"Haiti","Central America and Caribbean",2009,60,81.2,267.026,3.53,60,83,24.5,65,65,0.9,1396,9.8,4.1,4.1,4.7,0,1,60.1
"Togo","Africa",2002,71.8,112.9,334.717,0.86,81,64,22.2,58,59,2.34,501,5.2,9,8.9,4.1,0,1,53.7
"Bahamas, The","Central America and Caribbean",2008,13.9,16.2,172.336,9.65,90,83,27.4,93,93,0.53,34229,0.34,2.5,2.5,10.9,0,1,72
"Nicaragua","Central America and Caribbean",2011,19.5,22.9,157.757,3.34,98,83,26.8,99,98,0.12,1761,5.9,1.8,1.8,6.1,0,1,72.7
"Trinidad and Tobago","Central America and Caribbean",2011,19.5,21.8,174.802,5.79,90,83,27.1,91,90,0.4,18026,1.34,5.9,6.2,10.8,0,1,72.2
"Samoa","Oceania",2009,18.8,25.7,133.7445,2.88,44,14,31.4,61,49,0.17,4012,0.18,0.2,0.2,9.9,0,1,71.4
"Djibouti","Africa",2004,72.9,91.1,311.1355,0.51,88,82,23.7,64,64,0.85,863,0.77,6,5.9,3.6,0,1,57.7
